build,chr,posstart,posend,strand,gene
37,4,71263599,71275911,1,PROL1
38,4,71263599,71275911,1,PROL1
38,4,71296209,71348714,1,MUC7
37,4,71296209,71348714,1,MUC7
37,4,71384257,71398459,1,AMTN
38,4,71384257,71398459,1,AMTN
38,4,71457973,71473005,1,AMBN
37,4,71457973,71473005,1,AMBN
38,4,71494461,71552533,1,ENAM
37,4,71494461,71552533,1,ENAM
37,4,71521258,71547534,-1,IGJ
38,4,71521258,71547534,-1,IGJ
38,4,71554196,71556267,1,UTP3
37,4,71554196,71556267,1,UTP3
38,4,71567472,71567575,1,U6
37,4,71567472,71567575,1,RNU6-520P
37,4,71568735,71568840,-1,RNU6-784P
38,4,71568735,71568840,-1,U6
37,4,71569464,71570208,-1,RP11-46J23.1
38,4,71569921,71673032,1,RUFY3
37,4,71569921,71673032,1,RUFY3
38,4,71677963,71678063,1,snoU13
37,4,71677963,71678063,1,snoU13
37,4,71681499,71705662,-1,GRSF1
38,4,71681499,71705662,-1,GRSF1
38,4,71713853,71713935,-1,U6
37,4,71713853,71713935,-1,RNU6-459P
37,4,71717847,71717957,1,RNU6-891P
38,4,71717847,71717957,1,U6
38,4,71768043,71888166,1,MOB1B
37,4,71768043,71888166,1,MOB1B
38,4,71858255,71896631,1,DCK
37,4,71858255,71896631,1,DCK
37,4,72053003,72437804,1,SLC4A4
38,4,72053003,72437804,1,SLC4A4
37,4,72165975,72166952,-1,RP11-1J11.1
38,4,72165975,72166952,-1,RP11-1J11.1
38,4,72300122,72303494,-1,LDHAL6EP
37,4,72300122,72303641,-1,LDHAL6EP
37,4,72607410,72669758,-1,GC
38,4,72607410,72669758,-1,GC
37,4,72625235,72625333,-1,RNA5SP163
38,4,72625235,72625333,-1,RNA5SP163
38,4,72687022,72689697,-1,RP11-545L5.1
37,4,72687022,72689697,-1,RP11-545L5.1
37,4,72897521,73013784,1,NPFFR2
38,4,72897521,73013784,1,NPFFR2
38,4,73146686,73434516,-1,ADAMTS3
37,4,73146686,73434516,-1,ADAMTS3
37,4,73188745,73196468,1,RP11-373J21.1
38,4,73188745,73196468,1,RP11-373J21.1
38,4,73672984,73673907,1,RP11-53C16.1
37,4,73672984,73673909,1,HNRNPA1P67
37,4,73830895,73831020,1,RNU4ATAC9P
38,4,73830895,73831020,1,U4atac
38,4,73892465,73892590,1,RNU6ATAC5P
37,4,73892465,73892590,1,RNU6ATAC5P
37,4,73918079,73918634,-1,RP11-352E8.2
37,4,73921797,73935472,-1,COX18
38,4,73921797,73935472,-1,COX18
38,4,73939093,74124515,-1,ANKRD17
37,4,73939093,74124515,-1,ANKRD17
37,4,73964539,73964862,1,HMGA1P2
38,4,73964539,73964862,1,HMGA1P2
38,4,74124926,74183670,1,RP11-692D12.1
37,4,74124926,74183670,1,RP11-692D12.1
37,4,74129677,74129801,1,SNORA3
38,4,74129677,74129801,1,SNORA3
37,4,74202950,74203488,-1,RP11-580P21.1
38,4,74202950,74203404,-1,RP11-580P21.1
38,4,74262831,74287129,1,ALB
37,4,74262831,74287129,1,ALB
37,4,74296855,74321891,1,AFP
38,4,74296855,74321891,1,AFP
38,4,74347400,74369691,1,AFM
37,4,74347400,74369691,1,AFM
38,4,74374520,74399845,1,RP11-622A1.2
37,4,74374520,74399845,1,RP11-622A1.2
37,4,74409539,74409730,1,RP11-622A1.1
38,4,74409539,74409730,1,RP11-622A1.1
38,4,74437267,74486348,-1,RASSF6
37,4,74437267,74486348,-1,RASSF6
38,4,74576019,74580244,1,AC112518.3
37,4,74576019,74580244,1,AC112518.3
37,4,74606223,74609433,1,IL8
38,4,74606223,74609433,1,IL8
37,4,74643353,74643777,-1,RP11-447E20.1
38,4,74643376,74643753,-1,RP11-447E20.1
38,4,74702214,74714781,1,CXCL6
37,4,74702214,74714781,1,CXCL6
37,4,74713583,74714546,1,PPBPP1
38,4,74713583,74714546,1,PPBPP1
38,4,74718906,74719872,1,PF4V1
37,4,74718906,74719872,1,PF4V1
37,4,74735110,74736959,1,CXCL1
38,4,74735110,74736959,1,CXCL1
38,4,74804321,74805278,-1,RP11-19B4.1
37,4,74804321,74805275,-1,HNRNPA1P55
37,4,74809728,74810041,-1,CXCL1P
38,4,74809728,74810016,-1,CXCL1P
38,4,74846794,74847841,-1,PF4
37,4,74846794,74847841,-1,PF4
37,4,74852755,74853914,-1,PPBP
38,4,74852755,74853914,-1,PPBP
38,4,74861359,74864496,-1,CXCL5
37,4,74861359,74864496,-1,CXCL5
38,4,74877295,74877595,1,Metazoa_SRP
37,4,74877295,74877595,1,RN7SL218P
38,4,74902306,74904524,-1,CXCL3
37,4,74902306,74904524,-1,CXCL3
37,4,74919755,74921116,-1,PPBPP2
38,4,74919755,74921116,-1,PPBPP2
38,4,74951712,74952389,-1,RP11-629B11.4
37,4,74951712,74952389,-1,RP11-629B11.4
37,4,74962752,74965010,-1,CXCL2
38,4,74962793,74965010,-1,CXCL2
38,4,74979891,75168816,1,MTHFD2L
37,4,74979891,75168816,1,MTHFD2L
37,4,75023327,75024085,-1,AC093677.1
37,4,75174190,75181024,1,EPGN
38,4,75174190,75181024,1,EPGN
37,4,75192603,75192680,1,AC097470.1
38,4,75192603,75192680,1,AC097470.1
37,4,75230860,75254468,1,EREG
38,4,75230860,75254468,1,EREG
38,4,75284634,75306174,-1,RP11-727M10.1
37,4,75284634,75306174,-1,RP11-727M10.1
37,4,75310851,75320726,1,AREG
38,4,75310851,75320726,1,AREG
38,4,75418301,75514664,-1,AC142293.3
37,4,75418301,75514664,-1,AC142293.3
37,4,75454449,75475972,-1,RP11-727M10.2
38,4,75454449,75475972,-1,RP11-727M10.2
38,4,75480629,75490486,1,AREGB
37,4,75480629,75490486,1,AREGB
38,4,75669969,75719896,-1,BTC
37,4,75669969,75719896,-1,BTC
37,4,75843032,75843348,1,HSPE1P23
38,4,75843032,75843348,1,RP11-506A18.1
38,4,75858305,75975325,1,PARM1
37,4,75858305,75975325,1,PARM1
38,4,75881184,75895572,-1,RP11-44F21.3
37,4,75881184,75895572,-1,RP11-44F21.3
37,4,75919087,75960034,-1,RP11-44F21.2
38,4,75919087,75960034,-1,RP11-44F21.2
38,4,76006912,76009927,-1,RP11-44F21.5
37,4,76006912,76009927,-1,RP11-44F21.5
38,4,76026638,76027060,1,RP11-44F21.4
37,4,76026687,76027153,1,RP11-44F21.4
38,4,76120038,76120295,1,RP11-598G2.1
37,4,76120077,76120289,1,RP11-598G2.1
37,4,76194278,76286392,-1,RP11-542G1.1
38,4,76194278,76286392,-1,RP11-542G1.1
38,4,76266489,76284234,-1,RP11-542G1.2
37,4,76266489,76284234,-1,RP11-542G1.2
37,4,76279286,76287776,1,RP11-542G1.3
38,4,76279286,76287776,1,RP11-542G1.3
38,4,76286417,76359659,-1,RP11-567N4.2
37,4,76286417,76359659,-1,RP11-567N4.2
37,4,76326405,76348233,1,RP11-567N4.3
38,4,76326405,76348233,1,RP11-567N4.3
38,4,76404247,76439974,-1,RCHY1
37,4,76404247,76439974,-1,RCHY1
37,4,76439156,76475683,1,THAP6
38,4,76439156,76475683,1,THAP6
38,4,76481258,76491095,1,C4orf26
37,4,76481258,76491095,1,C4orf26
37,4,76503215,76555900,-1,CDKL2
38,4,76503215,76555900,-1,CDKL2
38,4,76567966,76649709,-1,G3BP2
37,4,76567966,76649709,-1,G3BP2
38,4,76587305,76587397,-1,Y_RNA
37,4,76587305,76587397,-1,Y_RNA
38,4,76649762,76735382,1,USO1
37,4,76649777,76735382,1,USO1
38,4,76750607,76750742,-1,U2
37,4,76750607,76750742,-1,RNU2-16P
37,4,76751904,76753858,1,RP11-556N4.1
38,4,76751904,76753858,1,RP11-556N4.1
38,4,76781020,76823724,-1,PPEF2
37,4,76781020,76823724,-1,PPEF2
37,4,76831809,76862204,-1,NAAA
38,4,76831809,76862204,-1,NAAA
38,4,76862103,76912115,-1,SDAD1
37,4,76862103,76912115,-1,SDAD1
37,4,76871883,76878526,1,AC110615.1
37,4,76901943,76927095,1,RP11-630D6.5
38,4,76901943,76927095,1,RP11-630D6.5
38,4,76922428,76928641,-1,CXCL9
37,4,76922428,76928641,-1,CXCL9
37,4,76932337,77033955,1,ART3
38,4,76932337,77033955,1,ART3
38,4,76942273,76944650,-1,CXCL10
37,4,76942273,76944650,-1,CXCL10
37,4,76954835,76962568,-1,CXCL11
38,4,76954835,76962568,-1,CXCL11
38,4,76957902,76958217,-1,RP11-630D6.1
37,4,76957903,76958217,-1,RP11-630D6.1
37,4,77016561,77016661,1,AC112719.1
38,4,77016561,77016661,1,AC112719.1
37,4,77035812,77069668,-1,NUP54
38,4,77035812,77069668,-1,NUP54
38,4,77079890,77135046,-1,SCARB2
37,4,77079890,77135046,-1,SCARB2
37,4,77135193,77204933,1,FAM47E
38,4,77135193,77232282,1,FAM47E
38,4,77157422,77177613,1,RP11-67M24.5
37,4,77172874,77232282,1,FAM47E-STBD1
37,4,77172886,77232752,1,FAM47E-STBD1
38,4,77172886,77232752,1,STBD1
38,4,77234154,77343021,-1,CCDC158
37,4,77234154,77343021,-1,CCDC158
37,4,77265703,77266743,1,SNX5P1
38,4,77266240,77266739,1,SNX5P1
38,4,77277763,77277868,-1,U6
37,4,77277763,77277868,-1,RNU6-1000P
37,4,77322404,77322722,1,RP11-356M17.1
38,4,77322404,77322722,1,RP11-356M17.1
37,4,77323229,77323299,1,SNORD50
38,4,77323229,77323299,1,SNORD50
37,4,77356253,77704406,1,SHROOM3
38,4,77356253,77704406,1,SHROOM3
38,4,77414400,77414539,-1,AC112249.1
37,4,77414400,77414539,-1,AC112249.1
37,4,77430437,77430872,-1,RP11-688H10.1
38,4,77430437,77430872,-1,RP11-688H10.1
37,4,77453375,77453480,-1,RNU6-145P
38,4,77453375,77453480,-1,U6
38,4,77494721,77494785,1,MIR4450
37,4,77494721,77494785,1,MIR4450
37,4,77496704,77496779,1,MIR548AH
38,4,77496704,77496779,1,MIR548AH
38,4,77558776,77565521,1,AC107072.2
37,4,77558776,77565521,1,AC107072.2
37,4,77678113,77679627,-1,RP11-359D14.2
38,4,77678113,77679627,-1,RP11-359D14.2
38,4,77679707,77723117,-1,RP11-359D14.3
37,4,77679707,77723117,-1,RP11-359D14.3
37,4,77775117,77775213,1,AC104687.1
38,4,77775117,77775213,1,AC104687.1
37,4,77807182,77807523,-1,RP11-123J14.4
37,4,77812187,77812598,1,RP11-123J14.1
38,4,77812187,77812598,1,RP11-123J14.1
38,4,77816082,77819002,-1,SOWAHB
37,4,77816082,77819002,-1,SOWAHB
37,4,77870856,77961537,1,SEPT11
38,4,77870856,77961537,1,SEPT11
38,4,77880013,77880322,-1,RP11-123J14.2
37,4,77880013,77880322,-1,TXNP6
37,4,77968311,77997158,-1,CCNI
38,4,77968311,77997158,-1,CCNI
38,4,78003556,78004279,-1,RP11-1E1.1
37,4,78003556,78004279,-1,RPL7P17
37,4,78033648,78034611,-1,RP11-1E1.2
37,4,78071481,78071590,-1,RNU6-1187P
38,4,78071481,78071590,-1,U6
37,4,78078304,78354542,1,CCNG2
38,4,78078304,78354542,1,CCNG2
38,4,78137566,78138028,-1,FTLP9
37,4,78137569,78138031,-1,CTB-179I1.3
38,4,78232522,78233363,-1,CTB-179I1.1
37,4,78232550,78233264,-1,CTB-179I1.1
37,4,78271523,78272388,-1,CTB-179I1.2
38,4,78271526,78272360,-1,CTB-179I1.2
38,4,78315645,78415440,-1,RP11-625I7.1
37,4,78315645,78415440,-1,RP11-625I7.1
37,4,78432907,78532988,1,CXCL13
38,4,78432907,78532988,1,CXCL13
37,4,78623900,78623957,-1,SNORD75
38,4,78623900,78623957,-1,SNORD75
37,4,78634541,78740769,-1,CNOT6L
38,4,78634541,78740769,-1,CNOT6L
38,4,78783674,78873944,1,MRPL1
37,4,78783674,78873944,1,MRPL1
38,4,78785662,78785958,-1,RP13-488H8.1
37,4,78785662,78785958,-1,RP13-488H8.1
37,4,78879154,78879934,-1,RP11-777B9.1
38,4,78879154,78879934,-1,RP11-777B9.1
38,4,78885094,78885665,1,HMGB1P44
37,4,78885094,78885665,1,HMGB1P44
37,4,78909014,78909967,-1,HNRNPA1P56
38,4,78909014,78909967,-1,RP11-777B9.3
38,4,78924297,78924593,1,RP11-777B9.4
37,4,78924297,78924593,1,RP11-777B9.4
37,4,78929666,78929842,-1,RP11-777B9.5
38,4,78929666,78929842,-1,RP11-777B9.5
38,4,78978724,79465423,1,FRAS1
37,4,78978724,79465423,1,FRAS1
37,4,79102020,79103200,-1,SERBP1P5
38,4,79102193,79103200,-1,RP11-721G13.1
37,4,79109490,79109577,1,AC093897.1
38,4,79109490,79109577,1,AC093897.1
38,4,79300351,79300668,1,MINOS1P4
37,4,79300351,79300668,1,MINOS1P4
37,4,79472673,79531597,1,ANXA3
38,4,79472673,79531597,1,ANXA3
37,4,79553427,79553539,-1,Y_RNA
38,4,79553427,79553539,-1,Y_RNA
38,4,79561254,79561356,1,snoU13
37,4,79561254,79561356,1,snoU13
37,4,79567057,79603853,1,LINC01094
38,4,79567057,79603853,1,RP11-792D21.2
38,4,79570108,79570396,-1,HIGD1AP13
37,4,79570108,79570396,-1,HIGD1AP13
37,4,79689653,79689904,1,RP11-109G23.1
38,4,79689653,79689904,1,RP11-109G23.1
38,4,79694808,79697127,-1,RP11-109G23.3
37,4,79694808,79697127,-1,RP11-109G23.3
38,4,79697496,79837526,1,BMP2K
37,4,79697496,79837526,1,BMP2K
38,4,79741906,79741975,1,MIR5096
37,4,79741906,79741975,1,MIR5096
37,4,79808281,79860592,-1,PAQR3
38,4,79808281,79860592,-1,PAQR3
37,4,79820009,79820306,1,RN7SL127P
38,4,79820009,79820306,1,Metazoa_SRP
38,4,79892902,80229952,1,RP11-438E5.1
37,4,79892902,80229952,1,LINC01088
37,4,80146848,80247204,-1,NAA11
38,4,80146848,80247204,-1,NAA11
38,4,80327508,80329372,-1,GK2
37,4,80327508,80329372,-1,GK2
37,4,80413570,80497614,1,LINC00989
38,4,80413570,80497614,1,RP11-234K19.2
37,4,80508456,80509284,-1,OR7E94P
38,4,80508915,80509278,-1,OR7E94P
38,4,80517696,80518327,1,RP11-234K19.1
37,4,80517696,80518327,1,RP11-234K19.1
37,4,80584915,80617991,1,RP11-452C8.1
38,4,80584915,80617991,1,RP11-452C8.1
38,4,80748625,80798924,1,GDEP
37,4,80748625,80798924,1,PCAT4
37,4,80764256,80764382,1,SNORA75
38,4,80764256,80764382,1,SNORA75
37,4,80822303,81046608,-1,ANTXR2
38,4,80822303,81046608,-1,ANTXR2
38,4,81000686,81002273,1,AC097711.1
37,4,81000686,81002276,1,AC097711.1
37,4,81082283,81083165,1,RP11-162K6.1
38,4,81082283,81083165,1,RP11-162K6.1
38,4,81104434,81111323,-1,RP11-377G16.2
37,4,81104434,81111323,-1,RP11-377G16.2
38,4,81105033,81125483,1,PRDM8
37,4,81105033,81125483,1,PRDM8
37,4,81187753,81257834,1,FGF5
38,4,81187753,81257834,1,FGF5
38,4,81256874,81884910,1,C4orf22
37,4,81256874,81884910,1,C4orf22
37,4,81307332,81309870,-1,RP11-395C17.1
38,4,81307335,81309870,-1,RP11-395C17.1
38,4,81952119,81978685,1,BMP3
37,4,81952119,81978685,1,BMP3
37,4,82009837,82136218,-1,PRKG2
38,4,82009837,82136218,-1,PRKG2
38,4,82086094,82114549,1,RP11-100N20.1
37,4,82086094,82114549,1,RP11-100N20.1
37,4,82255457,82255572,1,RNU5A-2P
38,4,82255457,82255572,1,RNU5A-2P
37,4,82347547,82965397,-1,RASGEF1B
38,4,82347547,82393082,-1,RASGEF1B
38,4,82380633,82965397,-1,RP11-689K5.3
37,4,82523951,82965397,-1,RP11-689K5.3
37,4,82654539,82655361,-1,RP11-112L18.1
38,4,82654539,82655361,-1,RP11-112L18.1
37,4,82841148,82841540,-1,COX5BP1
38,4,82841151,82841540,-1,COX5BP1
37,4,82849466,82849592,1,SNORA31
38,4,82849466,82849592,1,SNORA31
38,4,82931498,82934346,-1,RP11-51G24.1
37,4,82931818,82934248,-1,NPM1P41
37,4,83049688,83050809,1,HNRNPA3P13
38,4,83049750,83050806,1,RP11-263F19.1
38,4,83095700,83095806,1,U6
37,4,83095700,83095806,1,RNU6-499P
37,4,83196224,83197753,1,BIN2P1
38,4,83196224,83197753,1,BIN2P1
37,4,83266029,83266693,-1,RP11-127B20.2
38,4,83273651,83295656,-1,HNRNPD
37,4,83273651,83295656,-1,HNRNPD
37,4,83295454,83305180,1,RP11-127B20.3
37,4,83322731,83323609,-1,IGBP1P4
38,4,83322731,83323609,-1,IGBP1P4
38,4,83323791,83323859,-1,SNORD42
37,4,83323791,83323859,-1,SNORD42
38,4,83343717,83351294,-1,HNRPDL
37,4,83343717,83351294,-1,HNRNPDL
37,4,83351715,83382244,1,ENOPH1
38,4,83351715,83382244,1,ENOPH1
37,4,83404323,83483510,-1,TMEM150C
38,4,83405743,83483510,-1,TMEM150C
38,4,83411976,83412788,-1,RPL7AP26
37,4,83411976,83412788,-1,RPL7AP26
37,4,83415939,83417431,-1,RP11-791G16.2
38,4,83415939,83417431,-1,RP11-791G16.2
38,4,83492269,83492968,1,RP11-791G16.5
37,4,83492290,83492967,1,RP11-791G16.5
37,4,83501270,83502537,-1,RP11-791G16.4
38,4,83501273,83502537,-1,RP11-791G16.4
38,4,83534266,83542590,-1,LINC00575
37,4,83534266,83542590,-1,LINC00575
38,4,83550692,83720010,-1,SCD5
37,4,83550692,83720010,-1,SCD5
37,4,83612890,83613621,1,RP11-57B24.1
37,4,83674490,83674583,-1,MIR575
38,4,83674490,83674583,-1,MIR575
37,4,83696614,83697254,1,RP11-57B24.2
37,4,83739814,83822319,-1,SEC31A
38,4,83739814,83822319,-1,SEC31A
37,4,83814162,83822113,-1,THAP9-AS1
38,4,83814639,83822113,-1,THAP9-AS1
38,4,83821837,83841438,1,THAP9
37,4,83821837,83841122,1,THAP9
37,4,83831126,83934079,-1,LIN54
38,4,83831126,83934079,-1,LIN54
37,4,83865891,83865998,-1,Y_RNA
38,4,83865891,83865998,-1,Y_RNA
38,4,83870321,83870397,1,snoR442
37,4,83870321,83870397,1,snoR442
37,4,83924565,83924670,1,RNU6-615P
38,4,83924565,83924670,1,U6
37,4,83955600,83996971,1,COPS4
38,4,83955600,83996971,1,COPS4
38,4,84011201,84058228,-1,PLAC8
37,4,84011201,84058228,-1,PLAC8
37,4,84154665,84168366,-1,RP11-576N17.5
38,4,84154665,84168366,-1,RP11-576N17.5
38,4,84158456,84158597,1,RP11-576N17.2
37,4,84158456,84158597,1,RP11-576N17.2
38,4,84168331,84169334,1,RP11-576N17.3
37,4,84168332,84169359,1,RP11-576N17.3
37,4,84182689,84206067,-1,COQ2
38,4,84182689,84206067,-1,COQ2
38,4,84213614,84256306,-1,HPSE
37,4,84213614,84256306,-1,HPSE
37,4,84298516,84299229,-1,RP11-576N17.4
38,4,84298527,84299230,-1,RP11-576N17.4
38,4,84328496,84377009,-1,HELQ
37,4,84328496,84377009,-1,HELQ
37,4,84377085,84390888,1,MRPS18C
38,4,84377085,84390888,1,MRPS18C
38,4,84382092,84444501,-1,FAM175A
37,4,84382092,84444501,-1,FAM175A
38,4,84398674,84399568,1,SLC25A14P1
37,4,84398677,84399577,1,SLC25A14P1
37,4,84423852,84424187,1,RPL30P5
38,4,84423852,84424187,1,RP11-722P15.1
38,4,84457067,84527028,1,AGPAT9
37,4,84457067,84527028,1,AGPAT9
38,4,84557349,84557443,-1,Y_RNA
37,4,84557349,84557443,-1,Y_RNA
37,4,84589663,84652908,-1,RP11-767N15.1
38,4,84589663,84652908,-1,RP11-767N15.1
38,4,84717589,85214565,-1,RP11-8L2.1
37,4,84717589,85214565,-1,RP11-8L2.1
37,4,85154810,85154916,1,RNU6-774P
38,4,85154810,85154916,1,U6
38,4,85165156,85166641,1,RP11-274J2.1
37,4,85165156,85166641,1,RP11-274J2.1
37,4,85292546,85301342,-1,RP11-42A4.1
38,4,85292546,85301342,-1,RP11-42A4.1
38,4,85413061,85419603,-1,NKX6-1
37,4,85413140,85419603,-1,NKX6-1
37,4,85465457,85465672,-1,RPL3P13
38,4,85465459,85465672,-1,RPL30P5
38,4,85504132,85572491,1,CDS1
37,4,85504132,85572491,1,CDS1
37,4,85590704,85887544,-1,WDFY3
38,4,85590704,85887544,-1,WDFY3
37,4,85608881,85609171,-1,RN7SL552P
38,4,85608881,85609171,-1,Metazoa_SRP
38,4,85724411,85731544,1,WDFY3-AS1
37,4,85724411,85731544,1,WDFY3-AS1
37,4,85807539,85807639,-1,RNU6-469P
38,4,85807539,85807639,-1,U6
37,4,85887538,85932430,1,WDFY3-AS2
38,4,85887538,85932430,1,WDFY3-AS2
37,4,86021649,86021976,1,RN7SKP48
38,4,86021649,86021976,1,7SK
38,4,86167310,86168873,1,RP11-218C23.1
37,4,86167310,86168065,1,RP11-218C23.1
37,4,86396267,86923823,1,ARHGAP24
38,4,86396267,86923823,1,ARHGAP24
37,4,86643621,86643686,1,MIR4451
38,4,86643621,86643686,1,MIR4451
38,4,86831631,86831696,-1,AC098870.1
37,4,86831631,86831696,-1,AC098870.1
37,4,86921480,86921919,-1,RP13-514E23.2
37,4,86933449,86935027,-1,RP13-514E23.1
38,4,86933449,86935027,-1,RP13-514E23.1
38,4,86936276,87515284,-1,MAPK10
37,4,86936276,87515284,-1,MAPK10
37,4,87039065,87141079,1,RP11-778J15.1
38,4,87039065,87141079,1,RP11-778J15.1
38,4,87257471,87257767,-1,7SK
37,4,87257471,87257767,-1,RN7SKP96
37,4,87463635,87463705,-1,MIR4452
38,4,87463635,87463705,-1,MIR4452
38,4,87515468,87736324,1,PTPN13
37,4,87515468,87736324,1,PTPN13
37,4,87744621,87770416,-1,SLC10A6
38,4,87744621,87770416,-1,SLC10A6
38,4,87791344,87792187,1,RP11-397E7.1
37,4,87791344,87792557,1,RP11-397E7.1
38,4,87797358,87857354,-1,C4orf36
37,4,87797358,87857354,-1,C4orf36
37,4,87797491,87797805,1,RP11-397E7.2
38,4,87797495,87797801,1,RP11-397E7.2
38,4,87834419,87835970,-1,RP11-397E7.4
37,4,87834419,87835970,-1,RP11-397E7.4
38,4,87856154,88062206,1,AFF1
37,4,87856154,88062206,1,AFF1
37,4,87870818,87871276,-1,TECRP1
38,4,87870818,87871276,-1,TECRP1
38,4,88081255,88141760,-1,KLHL8
37,4,88081255,88161466,-1,KLHL8
38,4,88087996,88088886,1,RP11-476C8.2
37,4,88087996,88088886,1,RP11-476C8.2
37,4,88128244,88129238,1,GAPDHP60
38,4,88128244,88129238,1,GAPDHP60
38,4,88140676,88161466,-1,RP11-476C8.3
38,4,88183083,88187974,-1,RP11-529H2.1
37,4,88183083,88187974,-1,RP11-529H2.1
37,4,88221647,88221735,-1,MIR5705
38,4,88221647,88221735,-1,MIR5705
38,4,88224941,88244058,-1,HSD17B13
37,4,88224941,88244058,-1,HSD17B13
37,4,88238322,88266362,-1,RP11-529H2.2
38,4,88238322,88266362,-1,RP11-529H2.2
37,4,88257762,88312538,-1,HSD17B11
38,4,88257762,88312538,-1,HSD17B11
38,4,88308038,88308326,-1,Metazoa_SRP
37,4,88308038,88308326,-1,RN7SL681P
37,4,88331796,88332540,1,RP11-710E1.1
38,4,88331881,88332540,1,RP11-710E1.1
37,4,88333380,88333498,1,Y_RNA
38,4,88333380,88333498,1,Y_RNA
38,4,88343734,88380606,1,NUDT9
37,4,88343734,88380606,1,NUDT9
37,4,88381959,88383432,-1,RP11-710E1.2
37,4,88394487,88452213,-1,SPARCL1
38,4,88394487,88452213,-1,SPARCL1
38,4,88489187,88655108,-1,RP11-742B18.1
37,4,88489187,88655108,-1,RP11-742B18.1
38,4,88529681,88538062,1,DSPP
37,4,88529681,88538062,1,DSPP
37,4,88571459,88585513,1,DMP1
38,4,88571459,88585513,1,DMP1
38,4,88665104,88665205,-1,Y_RNA
37,4,88665104,88665205,-1,Y_RNA
37,4,88689637,88689733,-1,snoU13
38,4,88689637,88689733,-1,snoU13
37,4,88707072,88707523,-1,CHCHD2P7
38,4,88707079,88707523,-1,CHCHD2P7
38,4,88720733,88733074,1,IBSP
37,4,88720733,88733074,1,IBSP
38,4,88742563,88767969,1,MEPE
37,4,88742563,88767969,1,MEPE
37,4,88812995,88815167,1,HSP90AB3P
38,4,88812995,88815167,1,HSP90AB3P
38,4,88896819,88904562,1,SPP1
37,4,88896819,88904562,1,SPP1
38,4,88921389,88921553,1,U1
37,4,88921389,88921553,1,RNU1-36P
37,4,88928820,88998929,1,PKD2
38,4,88928820,88998929,1,PKD2
38,4,89011416,89152474,-1,ABCG2
37,4,89011416,89152474,-1,ABCG2
38,4,89084731,89085119,1,RP11-147K6.1
37,4,89084731,89085119,1,RP11-147K6.1
37,4,89122855,89122962,1,RNU6-818P
38,4,89122855,89122962,1,U6
38,4,89127579,89127704,-1,U6atac
37,4,89127579,89127704,-1,RNU6ATAC31P
37,4,89141721,89144989,-1,RP11-147K6.2
38,4,89144741,89144990,-1,RP11-147K6.2
38,4,89147881,89147981,1,U6
37,4,89147881,89147981,1,RNU6-1298P
37,4,89178772,89205921,-1,PPM1K
38,4,89183315,89205921,-1,PPM1K
38,4,89196357,89196460,-1,U6
37,4,89196357,89196460,-1,RNU6-112P
37,4,89206094,89252573,1,RP11-10L7.1
38,4,89206094,89252573,1,RP11-10L7.1
37,4,89251328,89251430,-1,Y_RNA
38,4,89251328,89251430,-1,Y_RNA
38,4,89299891,89364263,1,HERC6
37,4,89299891,89364263,1,HERC6
37,4,89378268,89427314,1,HERC5
38,4,89378268,89427314,1,HERC5
38,4,89415084,89415168,1,AC083829.1
37,4,89415084,89415168,1,AC083829.1
37,4,89429742,89431554,-1,RP11-466G12.3
38,4,89429748,89431354,-1,RP11-466G12.3
38,4,89442136,89444964,-1,PYURF
37,4,89442136,89444964,-1,PYURF
37,4,89442199,89629693,1,HERC3
38,4,89442724,89442940,-1,PIGY
37,4,89442724,89442940,-1,PIGY
38,4,89444961,89629693,1,HERC3
38,4,89448308,89449321,1,RP11-466G12.2
37,4,89448311,89449321,1,RP11-466G12.2
37,4,89504817,89505123,-1,RN7SKP244
38,4,89504817,89505123,-1,7SK
38,4,89605999,89606105,-1,RNU6-33
37,4,89605999,89606105,-1,RNU6-33P
37,4,89617066,89619386,-1,NAP1L5
38,4,89617066,89619386,-1,NAP1L5
38,4,89630940,89651254,1,FAM13A-AS1
37,4,89630940,89651254,1,FAM13A-AS1
38,4,89647106,90032549,-1,FAM13A
37,4,89647106,90032549,-1,FAM13A
37,4,90032651,90033519,1,RP11-84C13.1
38,4,90033968,90036050,1,TIGD2
37,4,90033968,90036050,1,TIGD2
37,4,90040435,90041022,1,RP11-84C13.2
37,4,90052003,90052104,1,RNU6-907P
38,4,90052003,90052104,1,U6
37,4,90157537,90229161,-1,GPRIN3
38,4,90165429,90229161,-1,GPRIN3
37,4,90472507,90647654,1,RP11-115D19.1
38,4,90472507,90647654,1,RP11-115D19.1
38,4,90645250,90759466,-1,SNCA
37,4,90645250,90759466,-1,SNCA
38,4,90757559,90763129,1,RP11-67M1.1
37,4,90757559,90763129,1,RP11-67M1.1
37,4,90800683,90875780,1,MMRN1
38,4,90800683,90875780,1,MMRN1
38,4,91048686,92523064,1,FAM190A
37,4,91048686,92523064,1,CCSER1
38,4,91291274,91291578,1,7SK
37,4,91291274,91291578,1,RN7SKP248
38,4,91604061,91604274,1,RP11-11N6.1
37,4,91604147,91604274,1,RP11-11N6.1
37,4,91759652,91760263,-1,TMSB4XP8
38,4,91759652,91760263,-1,TMSB4XP8
38,4,92029174,92033941,-1,AC004054.1
37,4,92029174,92033941,-1,AC004054.1
37,4,92240185,92246457,-1,RP11-763F8.1
38,4,92240185,92246457,-1,RP11-763F8.1
